px_code,description,price
32000210,HC RENAL ABSCESS OPEN DRAIN,"2,872.91"
32000211,HC MAMMO US NEEDLE LOCALIZATION/LT/RT,"2,486.72"
32000212,HC RENAL BIOPSY PERQ,"1,039.57"
32000213,HC REMOVE RENAL TUBE W/FLUORO,969.2
32000214,HC DRAINAGE OF KIDNEY LESION,"1,039.57"
32000216,HC PLMT URTRL STNT PRQ NEW ACESS W/O SEP NFROS CATH,"5,393.52"
32000217,HC INJECTION FOR NFROSGRM/URTRGRM - NEW ACCESS,"1,174.00"
32000218,HC CREATE PASSAGE TO KIDNEY,"2,678.45"
32000219,HC EXCHANGE NEPHROSTOMY CATHETER,"2,638.42"
32000220,HC PERC RF ABLATE RENAL TUMOR,"8,677.68"
32000221,HC INJECTION FOR URETER X-RAY,"1,124.00"
32000222,HC INJECTION-ILEAL CONDUIT,"1,693.00"
32000223,HC DRAINAGE OF BLADDER ABSCESS,"2,009.72"
32000224,HC INJECTION FOR BLADDER X-RAY,425
32000227,HC INSERT TEMP BLADDER CATH (INDWELLING CATH),620.73
32000228,HC INSERT BLADDER CATH COMPLEX,323.53
32000229,HC DRAINAGE OF PROSTATE ABSCESS,"2,872.91"
32000230,HC DEEP PERIURETHRAL ABSC DRAIN,"2,234.63"
32000231,HC SKENE'S GLAND ABSC DRAIN,"2,234.63"
32000232,HC PREPARE PENIS STUDY,"1,398.00"
32000233,HC BIOPSY OF TESTIS,"1,677.85"
32000234,HC BIOPSY OF EPIDIDYMIS,507.87
32000235,HC DRAINAGE OF SCROTUM ABSCESS,"1,376.89"
32000236,HC BIOPSY OF PROSTATE,"1,358.08"
32000237,HC I & D OF VULVA/PERINEUM,550.51
32000238,HC COLPOTOMY W/DRAIN PELV ABSC,"2,083.37"
32000239,HC CATHETER FOR HYSTEROGRAPHY,232
32000240,HC REOPEN FALLOPIAN TUBE,"2,750.02"
32000241,HC SUR INCIS DRN OVAR CYST/VAG,"2,083.37"
32000242,HC SUR INCIS DRN OVAR CYST/ABD,"3,570.49"
32000243,HC DRAIN OVARY ABSCESS OPEN,"3,570.49"
32000244,HC DRAIN OVARY ABSCESS PERCUT,581.05
32000246,HC AMNIOCENTESIS DIAGNOSTIC,595.65
32000247,HC BIOPSY OF THYROID,175.56
32000248,HC ASPIR/INJ THYROID CYST,507.87
32000249,HC INJECTION INTO BRAIN CANAL,"1,466.08"
32000250,HC ENDOVASC TEMPORY VESSEL OCCL,"9,154.21"
32000251,HC NEURO EMBOLIZATION SURGICAL,"79,672.01"
32000253,HC INTERDISCAL PERQ ASPIR DX,"1,077.19"
32000254,HC DRAIN SPINAL CORD CYST,744.73
32000255,HC NEEDLE BIOPSY SPINAL CORD,969.2
32000256,HC X-RAY FEMALE GENITAL TRACT,"1,456.00"
32000258,HC PERCUTANEOUS DISKECTOMY,"3,990.23"
32000259,HC LUMBAR INJECTION EA LEVEL,"1,825.00"
32000260,HC CERVICAL INJECTION EA LEVEL,"1,743.00"
32000261,HC INJECT SPINE CERV/THORACIC,"1,345.54"
32000262,HC INJECT SPINE LUMBAR/SACRAL,981.88
32000264,HC INJ PARAVERT F JNT C/T 2 LEV,"1,242.71"
32000266,HC DRAIN EXTERNAL EAR LESION,540.47
32000267,HC EXT EAR ABSC DRAIN COMP,"2,155.63"
32000268,HC DRAIN OUTER EAR CANAL LESION,507.87
32000269,HC CONTRAST X-RAY OF BRAIN,637
32000270,HC X-RAY EYE FOR FOREIGN BODY,206
32000271,HC X-RAY EXAM OF JAW <4VIEWS,396.26
32000272,HC X-RAY EXAM OF JAW 4/> VIEWS,580.6
32000273,HC MASTOIDS LIMITED,329.8
32000274,HC MASTOIDS COMPLETE,"1,057.12"
32000275,HC X-RAY EXAM OF MIDDLE EAR,381.22
32000276,HC FACIAL BONES LIMITED,393.76
32000277,HC FACIAL BONES COMP,616.97
32000278,HC X-RAY EXAM OF NASAL BONES,368.68
32000279,HC OPTIC FORAMINA,338.58
32000280,HC ORBITS COMP,509.12
32000281,HC X-RAY EXAM OF SINUSES,484.04
32000282,HC X-RAY EXAM OF SINUSES COMPLETE,598.16
32000283,HC X-RAY EXAM PITUITARY SADDLE,146.72
32000284,HC X-RAY EXAM OF SKULL,430.12
32000285,HC X-RAY EXAM OF SKULL COMPLETE,732.34
32000286,HC X-RAY EXAM OF JAW JOINTS,275.88
32000287,HC X-RAY EXAM OF NECK,329
32000288,HC X-RAY EXAM OF SALIVARY DUCT,590
32000289,HC X-RAY EXAM OF HAND,396.26
32000290,HC CT LUMBAR SPINE W/O & W/DYE,"3,169.00"
32000291,HC X-RAY EXAM RIBS UNI 2 VIEWS,556.78
32000292,HC X-RAY EXAM UNILAT RIBS/CHEST,590.63
32000293,HC X-RAY EXAM RIBS BIL 3 VIEWS,563.05
32000294,HC X-RAY EXAM RIBS/CHEST4/> VWS,549.25
32000295,HC X-RAY EXAM BREASTBONE 2/>VWS,425.11
32000296,HC X-RAY STRENOCLAVIC JT 3/>VWS,284.66
32000297,HC X-RAY EXAM OF SPINE 1 VIEW,633.27
32000298,HC X-RAY EXAM NECK SPINE 3/<VWS,564.3
32000299,HC PERQ VERTE/SACROPLSTY CT,"1,592.67"
32000300,HC X-RAY EXAM NECK SPINE 4/5VWS,704.75
32000301,HC X-RAY EXAM NECK SPINE 6/>VWS,"1,126.06"
32000302,HC XRAY EXAM ENTIRE SPINE 1 VIEW,516.65
32000303,HC X-RAY EXAM THORAC SPINE 2VWS,469
32000304,HC X-RAY EXAM THORAC SPINE 3VWS,741.11
32000305,HC X-RAY EXAM THORAC SPINE4/>VW,815.1
32000306,HC X-RAY EXAM TRUNK SPINE 2 VWS,496.58
32000307,HC XRAY EXAM ENTIRE SPINE 4-5 VIEWS,815.1
32000308,HC X-RAY EXAM L-S SPINE 2/3 VWS,527.93
32000309,HC X-RAY EXAM L-2 SPINE 4/>VWS,771.21
32000310,HC X-RAY EXAM L-S SPINE BENDING,"1,262.78"
32000311,HC X-RAY BEND ONLY L-S SPINE,540.47
32000312,HC X-RAY EXAM OF PELVIS,372.44
32000313,HC X-RAY EXAM OF PELVIS COMP 3 VIEWS,583.11
32000314,HC X-RAY EXAM SI JOINTS 3/> VWS,356.14
32000315,HC X-RAY EXAM SACRUM TAILBONE,364.91
32000316,HC MYELOGRAPHY LUM INJ CERV,"1,397.10"
32000317,HC MYELOGRAPHY LUM INJ LUMSAC,"1,208.87"
32000318,HC MYELOGRAM LUM INJ THORACIC,"1,366.70"
32000319,HC MYELOGRAM LUM INJ 2 OR MORE REG,"1,726.79"
32000320,HC EPIDUROGRAPHY,375
32000321,HC DISCOGRAPHY CERV/THOR SPINE,"2,291.00"
32000322,HC MAMMO STEROTACTIC LOCALIZATION LT/RT ,"5,601.25"
32000324,HC X-RAY EXAM OF TOE(S),287.17
32000325,HC IMG FL COL/DRN ABSC ST PERC,"6,153.38"
32000326,HC IMG FL COL/DRN ABSC ST PERC,"3,271.69"
32000328,HC ANG STENT INIT PLCMT W/PTA ART,"18,548.00"
32000329,HC PV STENT AND PTA EA ADD'L VESSEL,"26,394.00"
32000330,HC PV VEIN STENT PTA,"28,204.00"
32000331,HC ANG EMBOLIZATION VENOUS,"18,458.06"
32000332,HC VASC EMBOLIZATION INCL,"10,949.50"
32000333,HC ANG EMBOLIZATION VENOUS TUMORS,"18,458.06"
32000334,HC VASCULAR EMBOLIZATION ARTERIAL OR VENOUS HEMORRHAGE,"19,875.04"
32000335,HC IMG GUID VISCERAL PERC,"2,458.66"
32000336,HC IMG GUID PERIT RETROP PERC,"2,314.86"
32000337,HC IMG GUI PERI RETRO VAG/REC,"5,278.58"
32000338,HC BONE DENS APPENDICUL SKEL PERI,430.12
32000448,HC X-RAY EXAM OF SHOULDER BLADE,382.47
32000449,HC XRAY EXAM HIPS BILATERAL 2 VIEWS,795.04
32000450,HC MAMMO STEROTACTIC LOCALIZATION ADDTL,"1,588.83"
32000454,"HC SELECTIVE CATH PLACEMENT 1ST ORDER ABD, PELVIS, OR LOWER EXT.","5,660.00"
32000456,HC ABSC  HEMAT DRAIN  NASAL,504.11
32000458,HC X-RAY OF LOWER SPINE DISK,"2,291.00"
32000459,HC DRAINAGE OF SKIN ABSCESS COMPL OR MULTIP,594.4
32000460,HC MAMMO GUIDED BREAST BIOPSY LT/RT,"2,735.74"
32000461,HC X-RAY EXAM OF SHOULDER LIMITED,744.88
32000462,HC PERQ SACRAL AUGMT UNILAT INJ,"10,179.98"
32000463,HC TRLUML PERIP ATHRC ABD AORTA,"14,185.25"
32000464,HC TRLUML PERIP ATHRC BRCHIOCPH,"14,185.25"
32000465,HC X-RAY EXAM OF WRIST,432.63
32000466,HC X-RAY EXAM OF WRIST,331.06
32000467,HC DRAIN BREAST LESION ADD-ON,507.87
32000468,HC INCISION OF BREAST LESION,"2,180.71"
32000469,HC X-RAY EXAM OF HAND,485.3
32000470,HC X-RAY EXAM OF FINGER(S),250.8
32000471,HC X-RAY EXAM OF HIP 1 VIEW,460.22
32000472,HC XRAY EXAM HIP UNI 2-3 VIEWS,507.87
32000473,HC PLMT URETERAL STENT - EXISTING TRACT,"2,577.91"
32000474,HC ANG URETERAL STENT REMOVAL,"1,662.80"
32000476,HC XRAY EXAM FEMUR 2/> VIEWS,487.81
32000477,HC X-RAY EXAM OF KNEE 1 OR 2,452.69
32000478,HC X-RAY EXAM OF KNEE 3,295.94
32000479,HC X-RAY EXAM KNEE 4 OR MORE,410.06
32000480,HC X-RAY EXAM OF LOWER LEG,344.85
32000481,HC X-RAY EXAM OF ANKLE,564.3
32000482,HC X-RAY EXAM OF PERITONEUM,628
32000483,HC ANKLE COMPLETE,466.49
32000484,HC X-RAY EXAM OF FOOT,517.9
32000485,HC X-RAY EXAM OF HEEL,349.87
32000487,HC X-RAY EXAM OF ABDOMEN 1 VIEW,435
32000488,HC X-RAY EXAM OF ABDOMEN 2 VIEWS,567
32000490,HC X-RAY EXAM SERIES ABDOMEN,712
32000491,HC CONTRAST X-RAY ESOPHAGUS,796
32000493,HC X-RAY UPPER GI DELAY W/O KUB,"1,651.00"
32000494,HC X-RAYUPPER GI DELAY W/KUB,922
32000495,HC X-RAY UPPER GI&SMALL INTEST,"1,317.00"
32000496,HC CONTRST X-RAY UPPR GI TRACT,"1,651.00"
32000497,HC CONTRST X-RAY UPPR GI TRACT W/O FILM,"1,130.00"
32000498,HC CONTRST X-RAY UPPR GI TRACT SMALL BOWEL,"1,334.00"
32000499,HC INJECT SACROILIAC JOINT,405
32000500,HC X-RAY EXAM OF SMALL BOWEL SERIES,"1,087.00"
32000501,HC CONTRAST X-RAY EXAM OF COLON,"1,517.00"
32000503,HC INJECTION FOR CHOLANGIOGRAM EXISTING ACCESS,"5,822.00"
32000504,HC INJECTION FOR CHOLANGIOGRAM - NEW ACCESS,"5,822.00"
32000505,HC REMOVAL DUCT GLBLDR CALCULI,420
32000506,HC X-RAY BILE DUCT DILATION,"1,573.00"
32000507,HC IVP W/O TOMOGRAMS,971
32000508,HC IVP W/TOMOGRAMS,"1,415.00"
32000509,HC ROGRAM RETROGRADE,698
32000510,HC S&I TEVAR WITHOUT SUBCLAVIAN COVERAGE,"5,062.00"
32000511,HC CONTRAST X-RAY BLADDER,284
32000512,HC X-RAY EXAM OF PENIS,"2,173.00"
32000513,HC X-RAY URETHRA/BLADDER,378
32000514,HC PLMT NEPHROSTOMY CATHETER,"3,391.00"
32000515,HC PLMT URTRL STENT PRQ NEW ACCESS W/SEP NFROS CATH,"5,393.52"
32000516,HC X-RAY FALLOPIAN TUBE,548
32000518,HC NONVASCULAR SHUNT X-RAY,"1,248.00"
32000519,HC EXTREMITY VENOGRAM UNILATERAL,"1,044.00"
32000520,HC EXTREMITY VENOGRAM BILATERAL S-I,"1,149.00"
32000521,HC INFERIOR VENACAVAGRAM S-I,"2,725.00"
32000522,HC VEIN X-RAY CHEST,"2,480.00"
32000523,"HC VENOGRAPHY, PETROSAL, INFERIOR SAGITTAL OR JUGULAR","2,516.00"
32000524,"HC VENOGRAPHY, EPIDURAL","2,516.00"
32000525,HC VENOUS SAMPLING BY CATHETER,"2,636.00"
32000526,HC NEURO TRANSCATH EMBOLIZATION S-I,"4,535.00"
32000527,HC THORACENTESIS W/O IMAGING,766.19
32000528,HC REMOVE CVA DEVICE OBSTRUCT,961
32000529,HC REMOVE CVA LUMEN OBSTRUCT,"1,016.00"
32000531,HC MAMMO US GUIDED BREAST BIOPSY  EA ADDTL,"2,138.32"
32000535,HC ARTERIAL PTA EACH ADDITIONAL ARTERY,"2,255.00"
32000536,HC SELE C CAROTID INNOM EX ARCH,"4,000.00"
32000538,HC VASCULAR BIOPSY,"4,039.00"
32000540,HC PLMT BILIARY DRAINAGE CATH - EXTERNAL,"1,330.46"
32000541,HC PERQ PLMT BILE DUCT STENT-  NEW ACCESS,"1,654.31"
32000542,HC XRAY CONTROL CATHETER CHANGE,531
32000543,"HC SELECTIVE CATH PLACEMENT 2ND ORDER ABD, PELVIS, OR LOWER EXT","6,466.00"
32000544,"HC SELECTIVE CATH PLACEMENT 3RD ORDER ABD, PELVIS, OR LOWER EXT.","7,025.00"
32000545,HC X-RAY EXAM OF FISTULA,697
32000546,HC X-RAY EXAM BREAST SPECIMEN,973
32000547,HC X-RAY EXAM OF BODY SECTION,819
32000548,HC FLUOROGUIDE FOR VEIN DEVICE,863
32000549,HC NEEDLE LOCALIZATION BY XRAY,765
32000550,HC FLUOROGUIDE FOR SPINE INJECT,671
32000551,HC MAMMO US LOCALIZATION EA ADDTL,"1,542.07"
32000553,HC X-RAYS FOR BONE AGE,331.06
32000554,HC X-RAYS BONE LENGTH STUDIES,356.14
32000555,HC X-RAYS BONE SURVEY LIMITED,608.19
32000556,HC X-RAYS BONE SURVEY COMPLETE,608.19
32000557,HC X-RAYS BONE SURVEY INFANT,460.22
32000558,HC DXA BONE DENSITY AXIAL,"1,340.53"
32000559,HC IV INJ RA DRUG DX STUDY,282.7
32000560,HC NUCLEAR RX INTRA-ARTERIAL,359.9
32000561,HC X-RAY EXAM OF COLLAR BONE,425.11
32000563,HC X-RAY EXAM OF LEG INFANT,280.9
32000564,HC BRONCHOSCOPY CLEAR AIRWAYS,"1,124.84"
32000565,HC CINE/VID X-RAY THROAT/ESOPH,741
32000566,HC TREAT PLEURODESIS W/AGENT,943.01
32000567,"HC VENOGRAPHY, SUPERIOR SAGITTAL SINUS","2,516.00"
32000569,HC INJ  SHOULDER ARTHROGRAM,596
32000571,HC CVL DEVICE REMOVAL-SUR,"2,713.66"
32000572,HC TRANSCATHETER BIOPSY-SUR,"5,090.35"
32000573,HC PV PRIMARY ARTERIAL MECHANICAL THROMBECTOMY; SUBSEQUENT VESSEL,"4,421.61"
32000574,HC ILIOFEMORAL ENDART,"2,284.00"
32000575,HC CAROTID ENDART,"3,482.00"
32000580,HC MAM ST BX 3D TOMOSYNTHESIS,"5,601.25"
32000581,HC MAM ST BX 3D AD TOMOSYNTHESIS,"1,588.83"
32000584,HC IR DUODENTAL OR JEJUNUM TUBE EXCHANGE,"1,566.25"
32000585,HC IR PLEURX PLEURA OR PERITONEAL REMOVAL,"2,713.66"
32000586,HC VENOGRAPHY ORBITAL,"2,516.00"
32000587,HC INTRACRANIAL MECHANICAL THROMBECTOMY/THROMBOLYTIC INFUSION,"13,629.60"
32000588,HC INTRACRANIAL ARTERIAL INFUSION-NOT THROMBOLYSIS,"12,004.52"
32000589,HC INTRACRANIAL INFUSION-NOT THROMBOLYSIS; ADDL VASC TERRITORY; ADD ON,"2,234.19"
32000590,HC XRAY EXAM ENTIRE SPINE 2-3 VIEWS,665.87
32000591,HC XRAY EXAM FEMUR 1 VIEW,438.9
32000592,HC INJECTION FOR NFROSGRM/URTRGRM - EXISTING ACCESS,"1,174.00"
32000593,HC PLMT NEPHROURETRERAL CATH - NEW ACCESS,"3,222.09"
32000594,HC CONVERT NEPRHOSTOMY CATH - EXISTING TRACT,"3,222.09"
32000595,HC ARTHROCENTESIS ASPIR & INJSMALL JT/BURSA W/US,484
32000596,HC ARTHROCENTESIS ASPIR & INJ INTERMEDIATE JT/BURSA W/US,484
32000597,HC IR PERITONEAL PLEURX CATHETER PLACEMENT,"4,705.80"
32000598,HC IR G TO G-J TUBE CONVERSION,"1,427.80"
32000600,HC ARTERIAL PTA INITIAL VESSEL,"16,815.00"
32000601,HC VENOUS PTA,"10,088.00"
32000602,HC VENOUS PTA EACH ADDITIONAL ARTERY,"2,255.00"
32000603,HC PLACEMENT INTRAVASCULAR STENT,"21,020.92"
32000604,HC TRANSLUMINAL BALOON ANGIOPLASTY,"2,888.00"
32000605,HC INTRAVASCULAR STENT,"18,548.00"
32000606,HC EXCHANGE PREV PLCD ABSCESS/CYST DRN CATH INT/EXT,"2,477.71"
32000607,HC PLCMT BIL DRN CATH PERC/CHOLANG INT/EXT,"4,465.22"
32000608,HC DILATATION NEPHROSTOMY URETERS/URETHRA,"3,013.00"
32000609,HC VENTRICULAR INJECT CISTERNOGRAM,"1,379.40"
32000610,HC IR G/J TUBE EXCHANGE,"6,737.50"
32000611,HC IR SCLEROTHERAPY,"2,692.50"
32000612,"HC ABLATION, RENAL TUMOR(S), UNILATERAL, CRYOTHERAPY","13,588.00"
32000613,HC X-RAY EXAM OF ABDOMEN 3+ VIEWS,699
32000614,HC PERQ ABLATION PULMONARY TUMOR UNILATERAL,"8,200.00"
32000615,HC BONE MARROW BIOPSY AND ASPIRATION,"2,608.54"
32000616,HC INJECTION SINGLE TENDON SHEATH OR LIGAMENT,486
32000617,HC PERQ PLACEMENT BILE DUCT STENT W/O CATHETER,"8,977.00"
32000618,HC PERQ THRMBC/NFS DIALYSIS CIRCUIT TCAT PLMT IV STENT,"32,041.00"
32000619,HC RMVL & RPLCMT XTRNL ACCESSIBLE NEPHROURTRL CATH,"3,391.00"
32000620,HC S&I TEVAR WITH SUBCLAVIAN COVERAGE,"5,062.00"
32000621,HC SURGICAL TEVAR WITH SUBCLAVIAN COVERAGE,"5,680.00"
32000622,HC SURGICAL TEVAR WITHOUT SUBCLAVIAN COVERAGE,"5,680.00"
32200001,HC X-RAY EXAM OF JAW JOINT,909.15
32200002,HC CONTRAST X-RAY OF ELBOW,890
32200003,HC CONTRAST X-RAY OF WRIST,890
32200004,HC CONTRAST X-RAY OF HIP,725
32200005,HC CONTRAST X-RAY OF KNEE JOINT,351
32200006,HC CONTRAST X-RAY OF ANKLE,725
32200007,HC CONTRAST X-RAY OF SHOULDER,890
32300001,HC CONTRAST EXAM THORACIC AORTA,"2,636.00"
32300002,HC CONTRAST EXAM ABDOMINL AORTA,"2,570.00"
32300003,HC X-RAY AORTA LEG ARTERIES,"2,665.00"
32300004,HC ARTERY X-RAYS SPINE,"2,635.00"
32300005,HC EXTREMITY ANGIO UNILATERAL,"2,646.00"
32300006,HC VISCERAL ANGIO W/WO AO,"2,655.00"
32300007,HC EXTREMITY ANGIO BILATERAL,"2,559.00"
32300008,HC SELECTIVE PELVIC ANGIOGRAM,"2,636.00"
32300009,HC ANGIO PULMONARY UNI,"2,640.00"
32300010,HC ANG PULMONARY SEL BIL,"2,636.00"
32300011,HC ANGIO MAIN PULMONARY S-I,"2,307.00"
32300012,HC ANGIO SELECTIVE AFTER BASIC EXAM,"2,065.00"
32300013,HC VEIN X-RAY KIDNEY,"3,041.00"
32300014,HC VEIN X-RAY KIDNEYS,"3,547.00"
32300015,HC ANGIO FOLLOW-UP FOR INFUSION OR EMBOLIZATION,"5,453.00"
32300016,HC ARTERY X-RAYS ADRENAL GLAND,"2,636.00"
32400001,HC X-RAY EXAM CHEST 1 VIEW,346
32400002,HC X-RAY EXAM CHEST 2 VIEWS,463
32400004,HC X-RAY EXAM CHEST 4+ VIEWS,577
32400006,HC X-RAY EXAM CHEST 3 VIEWS,520
33300001,HC RADIATION THERAPY DOSE PLAN,"1,681.00"
33300002,HC SPECIAL RADIATION DOSIMETRY,455
33300003,HC RADIATION PHYSICS CONSULT,831
33300004,HC SPECIAL RADIATION TREATMENT,"1,292.00"
33300005,HC APPLY INTERSTIT RADIAT COMPL,"11,011.00"
33300006,HC RADIATION HANDLING,"1,069.00"
34100001,HC INJECT FOR LYMPHATIC X-RAY,307
34100002,HC NM HIDA SCAN ONLY,"1,335.40"
34100003,HC THYROID UPTAKE MEASUREMENT,965.8
34100004,HC THYROID IMAGING W/BLOOD FLOW,"1,156.10"
34100005,HC THYROID IMAGING W/BLOOD FLOW,"1,262.80"
34100006,HC THYROID MET IMAGING BODY,"3,064.60"
34100007,HC PARATHYROID PLANAR IMAGING,"1,102.20"
34100008,HC PARATHYRD PLANAR W/WO SUBTRJ,"1,249.00"
34100009,HC BONE MARROW IMAGING MULT,671
34100010,HC LIVER IMAGING,"2,192.30"
34100011,HC LIVER IMAGE (3D) WITH FLOW,"1,225.40"
34100012,HC LIVER AND SPLEEN IMAGING,"2,192.30"
34100013,HC HEPATOBILIARY SYSTEM IMAGING,693
34100014,HC HEPATOBIL SYST IMAGE W/DRUG,"3,060.20"
34100015,HC GASTROESOPHAGEAL REFLUX EXAM,"2,077.90"
34100016,HC GASTRIC EMPTYING STUDY,"2,079.00"
34100017,HC ACUTE GI BLOOD LOSS IMAGING,"2,079.00"
34100018,HC MECKELS DIVERT EXAM,"1,537.80"
34100019,HC LEVEEN/SHUNT PATENCY EXAM,"1,663.20"
34100020,HC BONE IMAGING MULTIPLE AREAS,"1,977.80"
34100021,HC BONE IMAGING WHOLE BODY,"2,809.40"
34100022,HC BONE IMAGING 3 PHASE,"2,761.00"
34100023,HC BONE IMAGING (3D),"1,185.80"
34100024,HC CARDIAC SHUNT IMAGING,"1,027.40"
34100025,HC HT MUSCLE IMAGE SPECT SING,"2,963.40"
34100026,HC HT MUSCLE IMAGE SPECT MULT,"4,760.80"
34100029,HC HEART INFARCT IMAGE,"1,314.50"
34100030,HC HEART INFARCT IMAGE (3D),874.5
34100031,HC GATED HEART PLANAR SINGLE,646.8
34100032,HC CARDIAC BLD POOL SPECT MUGA,"2,072.40"
34100033,HC LUNG VENTILATION IMAGING,"1,854.60"
34100034,HC LUNG PERFUSION IMAGING,"1,785.30"
34100035,HC LUNG VENTILAT&PERFUS IMAGING,"2,780.80"
34100036,HC LUNG PERFUSION DIFFERENTIAL,667.7
34100037,HC LUNG PERF&VENTILAT DIFERENTL,818.4
34100038,HC BRAIN IMAGE 4+ VIEWS,"1,433.30"
34100039,HC BRAIN IMAGE W/FLOW 4 + VIEWS,"1,433.30"
34100040,HC BRAIN IMAGING (3D),991.1
34100041,HC CEREBROSPINAL FLUID SCAN,"2,626.80"
34100042,HC CSF LEAKAGE IMAGING,"1,745.70"
34100043,HC KIDNEY IMAGING MORPHOL,"2,986.50"
34100044,HC K FLOW/FUNCT IMAGE W/O DRUG,"1,119.80"
34100045,HC K FLOW/FUNCT IMAGE W/DRUG,"2,596.00"
34100046,HC K FLOW/FUNCT IMAGE MULTIPLE,"2,911.70"
34100047,HC KIDNEY IMAGING (3D),785.4
34100049,HC URETERAL REFLUX STUDY,"2,558.60"
34100050,HC TESTICULAR IMAGING W/FLOW,"1,092.30"
34100051,HC TUMOR IMAGING LIMITED AREA,"1,388.20"
34100052,HC TUMOR IMAGING MULT AREAS,"2,018.50"
34100053,HC TUMOR IMAGING WHOLE BODY,"2,082.30"
34100054,HC TUMOR IMAGING (3D),"2,541.00"
34100056,HC ABSCESS IMAGING LTD AREA,"2,086.70"
34100057,HC ABSCESS IMAGING WHOLE BODY,"2,786.30"
34100058,HC NUCLEAR LOCALIZATION/ABSCESS,"2,541.00"
34100059,HC CVT REST PLANAR MUGA,"3,150.40"
34100060,HC NM CVT REST SPECT MUGA,"3,635.50"
34100061,HC M GALLIUM 67 TUMOR WHOLE,"2,631.20"
34100062,HC NM BONE MARROW IMAG WB,788.7
34100063,HC NM LIVER SPECT,"1,184.70"
34100064,HC NM PEDS GASTRIC EMPTYING,"2,079.00"
34100065,HC NM CNS SHUNT,"1,346.40"
34100066,HC NM GALLIUM 67 ABSCESS LTD,"3,063.50"
34100067,HC NM GALLIUM 67 ABSCESS WHOLE,"2,877.60"
34100068,HC NM ADMIRE CLINICAL RESEARCH SCAN,"1,200.00"
34200001,HC NUCLEAR RX ORAL ADMIN,"3,267.92"
34300002,HC HCPC A4641 FF,47.3
34300006,HC 1-123 THYROID DOSE PER 100 UCI,168.28
34300017,HC CARDIOLITE DOSE (UP TO 40 MCI),191.42
34300018,HC THALLIUM DOSE (PER 1 MCI),67.95
34300019,HC TC99 MDP (UP TO 30 MCI),83.97
34300020,HC XENON-133 (PER 10 MCI),301.04
34300021,HC TC99M CERETEC (UP TO 25 MCI),"4,033.92"
34300022,HC TC99M SULFUR COL UP TO 20 MCI,224.1
34300023,HC TC99M MAA (UP TO 10 MCI),80.3
34300024,HC C99M DISOFENIN (UP TO 15 MCI),157.3
34300025,HC TC99M MAG III (UP TO 15 MCI),786.81
34300026,HC TC99M ULTRATAG (UP TO 30 MCI),436.99
34300027,HC TC99M PYROPHOSPHATE UP TO 25,187.07
34300028,HC TC99M DMSA (UP TO 10 MCI),"1,303.50"
34300029,HC INDIUM 111 OXINE WBC PER DOSE,"5,627.27"
34300030,HC INDIUM-111 DTPA (PER 500 UCI),"5,132.16"
34300031,HC INDIUM 111 OCTREOTIDE UP TO 6,"9,022.75"
34300032,HC TC99M PERTECHNETATE PER MCI,104.03
34300033,HC TC99M MEBROFENIN UP TO 15 MCI,140.77
34300034,HC TC99M NEUTROSPEC UP TO 25 MCI,"5,314.10"
34300035,HC TC99M AEROSOL (UP TO 75 MCI),158.4
34300036,HC CERETEC WBC PER DOSE,"5,155.37"
34300037,HC TC99M FILT SULFUR COLL 20 MCI,433.92
34300038,HC FDG FLUORODEOXYGLUCOSE F-18,"1,439.90"
34300039,HC RUBIDIUM DX UP TO 60 MCI,"1,439.90"
34300040,HC NEUROLITE TC99M UP TO 25 MI,"3,394.60"
34300041,HC TC99M PYP RBC DOSE UP TO 30,280.5
34300042,HC 1-131 UPTAKE (UP TO 100 UCI),229.9
34300043,HC I-123 MIBG PER DOSE STUDY,"9,474.41"
34300044,HC RADIOPHARM POST IP DISCHARGE,1.1
34300045,HC I-131 DX PER MILLICURIE,144.42
34300046,HC TC99M DTPA (UP TO 25 MCI),80.3
34300047,HC GALLIUM-67 PER MCI,234.07
34400001,HC 1-131 RX DOSE 1-6 MCI,298.64
34400002,HC I-131 RX DOSE EACH ADDTL MCI,44.68
35000001,HC CT THORAX W/O DYE,"2,209.00"
35000002,HC CT THORAX W/DYE,"2,929.00"
35000003,HC CT THORAX W/O & W/DYE,"3,120.00"
35000004,HC CT NECK SPINE W/O DYE,"3,037.00"
35000005,HC CT NECK SPINE W/DYE,"3,227.00"
35000006,HC CT CHEST SPINE W/O DYE,"3,035.00"
35000007,HC CT CHEST SPINE W/DYE,"3,047.00"
35000008,HC CT CHEST SPINE W/O & W/DYE,"3,126.00"
35000009,HC CT LUMBAR SPINE W/O DYE,"3,037.00"
35000010,HC CT LUMBAR SPINE W/DYE,"3,095.00"
35000011,HC CT ANGIOGRAPH PELV W/O&W/DYE,"3,410.00"
35000012,HC CT PELVIS W/O DYE,"2,843.00"
35000013,HC CT PELVIS W/DYE,"3,399.00"
35000014,HC CT PELVIS W/O & W/DYE,"3,527.00"
35000015,HC CT UPPER EXTREMITY W/O DYE,"2,820.00"
35000016,HC CT UPPER EXTREMITY W/DYE,"2,976.00"
35000017,HC CT UPPR EXTREMITY W/O&W/DYE,"3,058.00"
35000018,HC CT LOWER EXTREMITY W/O DYE,"2,601.00"
35000019,HC CT LOWER EXTREMITY W/DYE,"2,658.00"
35000020,HC CT LWR EXTREMITY W/O&W/DYE,"2,681.00"
35000021,HC CT ABDOMEN W/O DYE,"2,508.00"
